,ticker,expiration,timeToMaturity,strike,optionType,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,spotPrice,interestRate
25,NVDA,2025-02-21,0.021918,33.0,Call,101.22,97.3,97.9,164.0,509.0,1.0000000000000003e-05,True,131.338104,4.23
26,NVDA,2025-02-21,0.021918,34.0,Call,92.53,96.15,96.7,1.0,168.0,1.0000000000000003e-05,True,131.338104,4.23
27,NVDA,2025-02-21,0.021918,35.0,Call,99.25,95.15,95.7,80.0,537.0,1.0000000000000003e-05,True,131.338104,4.23
28,NVDA,2025-02-21,0.021918,36.0,Call,97.45,94.2,94.8,80.0,232.0,1.0000000000000003e-05,True,131.338104,4.23
29,NVDA,2025-02-21,0.021918,37.0,Call,97.45,93.15,93.75,80.0,131.0,1.0000000000000003e-05,True,131.338104,4.23
30,NVDA,2025-02-21,0.021918,38.0,Call,95.5,92.2,92.8,80.0,89.0,1.0000000000000003e-05,True,131.338104,4.23
31,NVDA,2025-02-21,0.021918,39.0,Call,83.63,91.2,91.8,5.0,128.0,1.0000000000000003e-05,True,131.338104,4.23
32,NVDA,2025-02-21,0.021918,40.0,Call,94.45,90.25,90.8,80.0,600.0,1.0000000000000003e-05,True,131.338104,4.23
33,NVDA,2025-02-21,0.021918,41.0,Call,79.08,89.15,89.75,24.0,303.0,1.0000000000000003e-05,True,131.338104,4.23
34,NVDA,2025-02-21,0.021918,42.0,Call,87.35,88.2,88.8,2.0,80.0,1.0000000000000003e-05,True,131.338104,4.23
35,NVDA,2025-02-21,0.021918,43.0,Call,84.4,87.25,87.8,2.0,126.0,1.0000000000000003e-05,True,131.338104,4.23
36,NVDA,2025-02-21,0.021918,44.0,Call,90.11,86.2,86.95,5.0,102.0,1.0000000000000003e-05,True,131.338104,4.23
37,NVDA,2025-02-21,0.021918,45.0,Call,88.83,85.3,85.85,1.0,444.0,1.0000000000000003e-05,True,131.338104,4.23
38,NVDA,2025-02-21,0.021918,46.0,Call,88.3,84.25,84.85,80.0,266.0,1.0000000000000003e-05,True,131.338104,4.23
39,NVDA,2025-02-21,0.021918,47.0,Call,86.11,83.35,83.9,5.0,259.0,1.0000000000000003e-05,True,131.338104,4.23
40,NVDA,2025-02-21,0.021918,48.0,Call,86.3,82.35,82.9,80.0,134.0,1.0000000000000003e-05,True,131.338104,4.23
41,NVDA,2025-02-21,0.021918,49.0,Call,71.21,81.25,81.85,40.0,221.0,1.0000000000000003e-05,True,131.338104,4.23
42,NVDA,2025-02-21,0.021918,50.0,Call,84.1,80.4,80.95,120.0,408.0,1.0000000000000003e-05,True,131.338104,4.23
43,NVDA,2025-02-21,0.021918,51.0,Call,75.98,79.4,79.95,4.0,245.0,1.0000000000000003e-05,True,131.338104,4.23
44,NVDA,2025-02-21,0.021918,52.0,Call,71.38,78.3,78.9,5.0,292.0,1.0000000000000003e-05,True,131.338104,4.23
45,NVDA,2025-02-21,0.021918,53.0,Call,68.3,77.4,77.95,1.0,190.0,1.0000000000000003e-05,True,131.338104,4.23
46,NVDA,2025-02-21,0.021918,54.0,Call,80.4,76.4,76.95,20.0,183.0,1.0000000000000003e-05,True,131.338104,4.23
47,NVDA,2025-02-21,0.021918,55.0,Call,72.0,75.3,75.9,2.0,387.0,1.0000000000000003e-05,True,131.338104,4.23
48,NVDA,2025-02-21,0.021918,56.0,Call,78.0,74.35,74.9,3.0,346.0,1.0000000000000003e-05,True,131.338104,4.23
49,NVDA,2025-02-21,0.021918,57.0,Call,77.3,73.4,73.95,18.0,1543.0,1.0000000000000003e-05,True,131.338104,4.23
50,NVDA,2025-02-21,0.021918,58.0,Call,75.63,72.25,72.85,4.0,350.0,1.0000000000000003e-05,True,131.338104,4.23
51,NVDA,2025-02-21,0.021918,59.0,Call,75.6,71.35,71.9,20.0,1201.0,1.0000000000000003e-05,True,131.338104,4.23
52,NVDA,2025-02-21,0.021918,60.0,Call,73.8,70.35,70.9,129.0,1649.0,1.0000000000000003e-05,True,131.338104,4.23
53,NVDA,2025-02-21,0.021918,60.5,Call,73.8,69.85,70.4,64.0,909.0,1.0000000000000003e-05,True,131.338104,4.23
54,NVDA,2025-02-21,0.021918,61.0,Call,73.59,69.25,69.85,20.0,555.0,1.0000000000000003e-05,True,131.338104,4.23
55,NVDA,2025-02-21,0.021918,61.5,Call,72.9,68.95,69.5,36.0,1222.0,1.0000000000000003e-05,True,131.338104,4.23
56,NVDA,2025-02-21,0.021918,62.0,Call,71.25,68.35,68.95,5.0,740.0,1.0000000000000003e-05,True,131.338104,4.23
57,NVDA,2025-02-21,0.021918,62.5,Call,59.65,67.75,68.3,1.0,544.0,1.0000000000000003e-05,True,131.338104,4.23
58,NVDA,2025-02-21,0.021918,63.0,Call,61.57,67.4,68.0,38.0,840.0,1.0000000000000003e-05,True,131.338104,4.23
59,NVDA,2025-02-21,0.021918,63.5,Call,74.74,66.85,67.45,5.0,686.0,1.0000000000000003e-05,True,131.338104,4.23
60,NVDA,2025-02-21,0.021918,64.0,Call,57.9,66.25,66.8,1.0,1584.0,1.0000000000000003e-05,True,131.338104,4.23
61,NVDA,2025-02-21,0.021918,64.5,Call,49.75,65.8,66.35,5.0,1056.0,1.0000000000000003e-05,True,131.338104,4.23
62,NVDA,2025-02-21,0.021918,65.0,Call,64.31,65.4,65.95,1.0,1309.0,1.0000000000000003e-05,True,131.338104,4.23
63,NVDA,2025-02-21,0.021918,65.5,Call,65.83,64.9,65.45,1.0,305.0,1.0000000000000003e-05,True,131.338104,4.23
64,NVDA,2025-02-21,0.021918,66.0,Call,47.6,64.3,64.85,9.0,936.0,1.0000000000000003e-05,True,131.338104,4.23
65,NVDA,2025-02-21,0.021918,66.5,Call,49.5,63.8,64.4,17.0,481.0,1.0000000000000003e-05,True,131.338104,4.23
66,NVDA,2025-02-21,0.021918,67.0,Call,56.0,63.35,63.8,1.0,1223.0,1.0000000000000003e-05,True,131.338104,4.23
67,NVDA,2025-02-21,0.021918,67.5,Call,60.48,62.75,63.35,10.0,682.0,1.0000000000000003e-05,True,131.338104,4.23
68,NVDA,2025-02-21,0.021918,68.0,Call,63.2,62.35,62.85,1.0,993.0,1.0000000000000003e-05,True,131.338104,4.23
69,NVDA,2025-02-21,0.021918,68.5,Call,54.7,61.75,62.3,8.0,898.0,1.0000000000000003e-05,True,131.338104,4.23
70,NVDA,2025-02-21,0.021918,69.0,Call,65.0,61.35,61.8,2.0,1171.0,1.0000000000000003e-05,True,131.338104,4.23
71,NVDA,2025-02-21,0.021918,69.5,Call,57.55,60.85,61.4,380.0,781.0,1.0000000000000003e-05,True,131.338104,4.23
72,NVDA,2025-02-21,0.021918,70.0,Call,63.5,60.45,60.8,2.0,1736.0,1.0000000000000003e-05,True,131.338104,4.23
73,NVDA,2025-02-21,0.021918,70.5,Call,48.3,59.7,60.3,381.0,831.0,1.0000000000000003e-05,True,131.338104,4.23
74,NVDA,2025-02-21,0.021918,71.0,Call,47.8,59.25,59.95,196.0,746.0,1.0000000000000003e-05,True,131.338104,4.23
75,NVDA,2025-02-21,0.021918,71.5,Call,47.45,58.95,59.35,108.0,801.0,1.0000000000000003e-05,True,131.338104,4.23
76,NVDA,2025-02-21,0.021918,72.0,Call,55.25,58.4,58.9,58.0,468.0,1.0000000000000003e-05,True,131.338104,4.23
77,NVDA,2025-02-21,0.021918,72.5,Call,57.5,57.9,58.45,2.0,666.0,1.0000000000000003e-05,True,131.338104,4.23
78,NVDA,2025-02-21,0.021918,73.0,Call,60.66,57.25,57.9,1.0,542.0,1.0000000000000003e-05,True,131.338104,4.23
79,NVDA,2025-02-21,0.021918,73.5,Call,60.3,56.95,57.35,1.0,430.0,1.0000000000000003e-05,True,131.338104,4.23
80,NVDA,2025-02-21,0.021918,74.0,Call,55.66,56.25,56.85,30.0,627.0,1.0000000000000003e-05,True,131.338104,4.23
81,NVDA,2025-02-21,0.021918,74.5,Call,59.1,55.9,56.45,4.0,892.0,1.0000000000000003e-05,True,131.338104,4.23
82,NVDA,2025-02-21,0.021918,75.0,Call,58.52,55.35,55.9,14.0,1135.0,1.0000000000000003e-05,True,131.338104,4.23
83,NVDA,2025-02-21,0.021918,75.5,Call,53.75,54.9,55.4,84.0,1256.0,1.0000000000000003e-05,True,131.338104,4.23
84,NVDA,2025-02-21,0.021918,76.0,Call,46.75,54.3,54.9,27.0,384.0,1.0000000000000003e-05,True,131.338104,4.23
85,NVDA,2025-02-21,0.021918,76.5,Call,47.25,53.8,54.5,141.0,895.0,1.0000000000000003e-05,True,131.338104,4.23
86,NVDA,2025-02-21,0.021918,77.0,Call,57.35,53.4,53.9,1.0,615.0,1.0000000000000003e-05,True,131.338104,4.23
87,NVDA,2025-02-21,0.021918,77.5,Call,50.87,52.9,53.4,14.0,1503.0,1.0000000000000003e-05,True,131.338104,4.23
88,NVDA,2025-02-21,0.021918,78.0,Call,55.7,52.2,52.8,1.0,4693.0,1.0000000000000003e-05,True,131.338104,4.23
89,NVDA,2025-02-21,0.021918,78.5,Call,47.8,51.8,52.45,40.0,434.0,1.0000000000000003e-05,True,131.338104,4.23
90,NVDA,2025-02-21,0.021918,79.0,Call,49.2,51.45,51.95,1.0,1454.0,1.0000000000000003e-05,True,131.338104,4.23
91,NVDA,2025-02-21,0.021918,79.5,Call,49.75,50.95,51.5,6.0,898.0,1.0000000000000003e-05,True,131.338104,4.23
92,NVDA,2025-02-21,0.021918,80.0,Call,51.87,50.45,50.9,10.0,3286.0,1.0000000000000003e-05,True,131.338104,4.23
93,NVDA,2025-02-21,0.021918,81.0,Call,52.7,49.4,49.7,3.0,883.0,1.0000000000000003e-05,True,131.338104,4.23
94,NVDA,2025-02-21,0.021918,82.0,Call,49.9,48.5,48.75,25.0,919.0,1.0000000000000003e-05,True,131.338104,4.23
95,NVDA,2025-02-21,0.021918,83.0,Call,48.35,47.5,47.95,30.0,1206.0,1.0000000000000003e-05,True,131.338104,4.23
96,NVDA,2025-02-21,0.021918,84.0,Call,46.7,46.6,46.8,34.0,1037.0,1.0000000000000003e-05,True,131.338104,4.23
97,NVDA,2025-02-21,0.021918,85.0,Call,46.3,45.6,45.8,21.0,3912.0,1.0000000000000003e-05,True,131.338104,4.23
98,NVDA,2025-02-21,0.021918,86.0,Call,45.0,44.5,44.9,20.0,2631.0,1.0000000000000003e-05,True,131.338104,4.23
99,NVDA,2025-02-21,0.021918,87.0,Call,47.45,43.45,43.75,103.0,1216.0,1.0000000000000003e-05,True,131.338104,4.23
100,NVDA,2025-02-21,0.021918,88.0,Call,43.6,42.6,42.75,4.0,1812.0,1.0000000000000003e-05,True,131.338104,4.23
101,NVDA,2025-02-21,0.021918,89.0,Call,42.6,41.6,41.8,8.0,3271.0,1.0000000000000003e-05,True,131.338104,4.23
102,NVDA,2025-02-21,0.021918,90.0,Call,41.0,40.5,40.75,27.0,4584.0,1.0000000000000003e-05,True,131.338104,4.23
103,NVDA,2025-02-21,0.021918,91.0,Call,41.05,39.55,39.95,7.0,3976.0,1.0000000000000003e-05,True,131.338104,4.23
104,NVDA,2025-02-21,0.021918,92.0,Call,39.7,38.5,38.8,32.0,2628.0,1.0000000000000003e-05,True,131.338104,4.23
105,NVDA,2025-02-21,0.021918,93.0,Call,38.3,37.6,37.9,28.0,2187.0,1.0000000000000003e-05,True,131.338104,4.23
106,NVDA,2025-02-21,0.021918,94.0,Call,37.3,36.65,36.85,2.0,3762.0,1.0000000000000003e-05,True,131.338104,4.23
107,NVDA,2025-02-21,0.021918,95.0,Call,36.7,35.65,35.8,23.0,3664.0,1.0000000000000003e-05,True,131.338104,4.23
108,NVDA,2025-02-21,0.021918,96.0,Call,35.35,34.5,34.75,4.0,1926.0,1.0000000000000003e-05,True,131.338104,4.23
109,NVDA,2025-02-21,0.021918,97.0,Call,34.2,33.45,33.75,4.0,1924.0,1.0000000000000003e-05,True,131.338104,4.23
110,NVDA,2025-02-21,0.021918,98.0,Call,33.95,32.65,32.8,4.0,1747.0,1.0000000000000003e-05,True,131.338104,4.23
111,NVDA,2025-02-21,0.021918,99.0,Call,32.8,31.65,31.85,4.0,3910.0,1.0000000000000003e-05,True,131.338104,4.23
112,NVDA,2025-02-21,0.021918,100.0,Call,30.99,30.6,30.8,117.0,68499.0,1.0000000000000003e-05,True,131.338104,4.23
113,NVDA,2025-02-21,0.021918,101.0,Call,29.95,29.7,29.85,9.0,1767.0,1.0000000000000003e-05,True,131.338104,4.23
114,NVDA,2025-02-21,0.021918,102.0,Call,28.85,28.8,28.95,40.0,2135.0,1.0000000000000003e-05,True,131.338104,4.23
115,NVDA,2025-02-21,0.021918,103.0,Call,28.5,27.65,27.85,30.0,2127.0,1.0000000000000003e-05,True,131.338104,4.23
116,NVDA,2025-02-21,0.021918,104.0,Call,27.8,26.65,26.9,38.0,4087.0,1.0000000000000003e-05,True,131.338104,4.23
117,NVDA,2025-02-21,0.021918,105.0,Call,26.13,25.6,25.85,149.0,9000.0,1.0000000000000003e-05,True,131.338104,4.23
118,NVDA,2025-02-21,0.021918,106.0,Call,24.75,24.7,24.85,7.0,2859.0,1.0000000000000003e-05,True,131.338104,4.23
119,NVDA,2025-02-21,0.021918,107.0,Call,24.25,23.75,23.9,18.0,1656.0,1.0000000000000003e-05,True,131.338104,4.23
120,NVDA,2025-02-21,0.021918,108.0,Call,23.5,22.6,22.9,84.0,43232.0,1.0000000000000003e-05,True,131.338104,4.23
121,NVDA,2025-02-21,0.021918,109.0,Call,22.65,21.75,22.05,12.0,2508.0,1.0000000000000003e-05,True,131.338104,4.23
122,NVDA,2025-02-21,0.021918,110.0,Call,20.9,20.8,20.9,380.0,22093.0,1.0000000000000003e-05,True,131.338104,4.23
123,NVDA,2025-02-21,0.021918,111.0,Call,20.12,19.8,19.95,84.0,2653.0,1.0000000000000003e-05,True,131.338104,4.23
124,NVDA,2025-02-21,0.021918,112.0,Call,19.05,18.9,19.0,141.0,4415.0,1.0000000000000003e-05,True,131.338104,4.23
125,NVDA,2025-02-21,0.021918,113.0,Call,18.25,17.85,18.0,132.0,3027.0,1.0000000000000003e-05,True,131.338104,4.23
126,NVDA,2025-02-21,0.021918,114.0,Call,17.2,16.95,17.05,100.0,2890.0,1.0000000000000003e-05,True,131.338104,4.23
127,NVDA,2025-02-21,0.021918,115.0,Call,16.14,15.95,16.05,158.0,15363.0,1.0000000000000003e-05,True,131.338104,4.23
128,NVDA,2025-02-21,0.021918,116.0,Call,15.3,15.0,15.2,240.0,6434.0,1.0000000000000003e-05,True,131.338104,4.23
129,NVDA,2025-02-21,0.021918,117.0,Call,14.3,14.15,14.25,155.0,5182.0,1.0000000000000003e-05,True,131.338104,4.23
130,NVDA,2025-02-21,0.021918,118.0,Call,13.4,13.2,13.25,223.0,7491.0,1.0000000000000003e-05,True,131.338104,4.23
131,NVDA,2025-02-21,0.021918,119.0,Call,12.35,12.25,12.35,112.0,22799.0,0.242195078125,True,131.338104,4.23
132,NVDA,2025-02-21,0.021918,120.0,Call,11.65,11.4,11.5,944.0,31325.0,0.3398503515625,True,131.338104,4.23
133,NVDA,2025-02-21,0.021918,121.0,Call,10.75,10.55,10.65,324.0,7865.0,0.366217275390625,True,131.338104,4.23
134,NVDA,2025-02-21,0.021918,122.0,Call,9.8,9.75,9.85,470.0,8521.0,0.3891662646484375,True,131.338104,4.23
135,NVDA,2025-02-21,0.021918,123.0,Call,9.14,9.0,9.05,511.0,7118.0,0.3996642065429688,True,131.338104,4.23
136,NVDA,2025-02-21,0.021918,124.0,Call,8.2,8.15,8.25,584.0,9197.0,0.4023497265625,True,131.338104,4.23
137,NVDA,2025-02-21,0.021918,125.0,Call,7.5,7.35,7.45,1942.0,50984.0,0.39893179199218753,True,131.338104,4.23
138,NVDA,2025-02-21,0.021918,126.0,Call,6.8,6.7,6.75,458.0,11596.0,0.405279384765625,True,131.338104,4.23
139,NVDA,2025-02-21,0.021918,127.0,Call,6.0,6.0,6.05,1789.0,38772.0,0.405279384765625,True,131.338104,4.23
140,NVDA,2025-02-21,0.021918,128.0,Call,5.4,5.35,5.4,1443.0,13193.0,0.40650007568359375,True,131.338104,4.23
141,NVDA,2025-02-21,0.021918,129.0,Call,4.79,4.75,4.8,2473.0,11408.0,0.40820904296875,True,131.338104,4.23
142,NVDA,2025-02-21,0.021918,130.0,Call,4.15,4.2,4.25,12377.0,144020.0,0.41040628662109374,True,131.338104,4.23
143,NVDA,2025-02-21,0.021918,131.0,Call,3.7,3.7,3.75,5130.0,9837.0,0.41309180664062495,True,131.338104,4.23
144,NVDA,2025-02-21,0.021918,132.0,Call,3.2,3.2,3.3,8219.0,12256.0,0.4165097412109374,False,131.338104,4.23
145,NVDA,2025-02-21,0.021918,133.0,Call,2.81,2.8,2.82,4647.0,12986.0,0.41138283935546877,False,131.338104,4.23
146,NVDA,2025-02-21,0.021918,134.0,Call,2.39,2.4,2.42,6441.0,21232.0,0.41040628662109374,False,131.338104,4.23
147,NVDA,2025-02-21,0.021918,135.0,Call,2.04,2.04,2.06,58179.0,105646.0,0.40918559570312496,False,131.338104,4.23
148,NVDA,2025-02-21,0.021918,136.0,Call,1.75,1.75,1.76,2732.0,17656.0,0.4106504248046875,False,131.338104,4.23
149,NVDA,2025-02-21,0.021918,137.0,Call,1.49,1.48,1.5,3101.0,16592.0,0.41260353027343744,False,131.338104,4.23
150,NVDA,2025-02-21,0.021918,138.0,Call,1.25,1.26,1.27,1998.0,22502.0,0.414068359375,False,131.338104,4.23
151,NVDA,2025-02-21,0.021918,139.0,Call,1.05,1.05,1.06,1218.0,13149.0,0.414068359375,False,131.338104,4.23
152,NVDA,2025-02-21,0.021918,140.0,Call,0.9,0.9,0.91,21251.0,158517.0,0.41919526123046874,False,131.338104,4.23
153,NVDA,2025-02-21,0.021918,141.0,Call,0.75,0.75,0.76,837.0,16340.0,0.4204159521484375,False,131.338104,4.23
154,NVDA,2025-02-21,0.021918,142.0,Call,0.65,0.64,0.66,1084.0,18293.0,0.42774009765625004,False,131.338104,4.23
155,NVDA,2025-02-21,0.021918,143.0,Call,0.55,0.53,0.54,1083.0,19229.0,0.4272518212890626,False,131.338104,4.23
156,NVDA,2025-02-21,0.021918,144.0,Call,0.46,0.45,0.46,1157.0,16606.0,0.4321345849609375,False,131.338104,4.23
157,NVDA,2025-02-21,0.021918,145.0,Call,0.39,0.39,0.4,9124.0,51884.0,0.43897045410156255,False,131.338104,4.23
158,NVDA,2025-02-21,0.021918,146.0,Call,0.34,0.34,0.35,4746.0,16358.0,0.4467828759765625,False,131.338104,4.23
159,NVDA,2025-02-21,0.021918,147.0,Call,0.3,0.29,0.3,381.0,13207.0,0.45215391601562505,False,131.338104,4.23
160,NVDA,2025-02-21,0.021918,148.0,Call,0.26,0.25,0.26,9990.0,61654.0,0.4580132324218751,False,131.338104,4.23
161,NVDA,2025-02-21,0.021918,149.0,Call,0.22,0.22,0.23,480.0,12631.0,0.46582565429687506,False,131.338104,4.23
162,NVDA,2025-02-21,0.021918,150.0,Call,0.2,0.19,0.2,13994.0,107922.0,0.471684970703125,False,131.338104,4.23
163,NVDA,2025-02-21,0.021918,151.0,Call,0.18,0.17,0.18,157.0,8284.0,0.4804739453125,False,131.338104,4.23
164,NVDA,2025-02-21,0.021918,152.0,Call,0.16,0.15,0.16,149.0,10365.0,0.48828636718750007,False,131.338104,4.23
165,NVDA,2025-02-21,0.021918,152.5,Call,0.15,0.14,0.15,19.0,2808.0,0.49121602539062503,False,131.338104,4.23
166,NVDA,2025-02-21,0.021918,153.0,Call,0.14,0.14,0.15,54.0,7471.0,0.500005,False,131.338104,4.23
167,NVDA,2025-02-21,0.021918,154.0,Call,0.12,0.12,0.13,102.0,6262.0,0.5019581054687501,False,131.338104,4.23
168,NVDA,2025-02-21,0.021918,155.0,Call,0.11,0.11,0.12,560.0,37423.0,0.5117236328125,False,131.338104,4.23
169,NVDA,2025-02-21,0.021918,156.0,Call,0.1,0.1,0.11,18.0,10853.0,0.5195360546875,False,131.338104,4.23
170,NVDA,2025-02-21,0.021918,157.0,Call,0.1,0.09,0.1,16.0,8174.0,0.5273484765625001,False,131.338104,4.23
171,NVDA,2025-02-21,0.021918,157.5,Call,0.08,0.08,0.09,28.0,10635.0,0.5273484765625001,False,131.338104,4.23
172,NVDA,2025-02-21,0.021918,158.0,Call,0.09,0.08,0.09,368.0,16918.0,0.5351608984375,False,131.338104,4.23
173,NVDA,2025-02-21,0.021918,159.0,Call,0.07,0.07,0.08,42.0,17115.0,0.5390671093750001,False,131.338104,4.23
174,NVDA,2025-02-21,0.021918,160.0,Call,0.07,0.07,0.08,2476.0,120646.0,0.5546919531250001,False,131.338104,4.23
175,NVDA,2025-02-21,0.021918,161.0,Call,0.06,0.06,0.07,72.0,36033.0,0.5585981640625001,False,131.338104,4.23
176,NVDA,2025-02-21,0.021918,162.0,Call,0.06,0.05,0.06,109.0,34700.0,0.56055126953125,False,131.338104,4.23
177,NVDA,2025-02-21,0.021918,162.5,Call,0.05,0.05,0.06,8.0,1180.0,0.5664105859375,False,131.338104,4.23
178,NVDA,2025-02-21,0.021918,163.0,Call,0.05,0.05,0.06,7.0,12526.0,0.5742230078125,False,131.338104,4.23
179,NVDA,2025-02-21,0.021918,164.0,Call,0.05,0.04,0.05,12.0,21797.0,0.5742230078125,False,131.338104,4.23
180,NVDA,2025-02-21,0.021918,165.0,Call,0.05,0.04,0.05,568.0,73158.0,0.585941640625,False,131.338104,4.23
181,NVDA,2025-02-21,0.021918,166.0,Call,0.04,0.04,0.05,52.0,13379.0,0.5996133789062501,False,131.338104,4.23
182,NVDA,2025-02-21,0.021918,167.0,Call,0.04,0.03,0.04,2.0,3337.0,0.5937540625000001,False,131.338104,4.23
183,NVDA,2025-02-21,0.021918,168.0,Call,0.03,0.03,0.04,5.0,7950.0,0.6093789062500001,False,131.338104,4.23
184,NVDA,2025-02-21,0.021918,169.0,Call,0.03,0.03,0.04,5.0,3802.0,0.6210975390625001,False,131.338104,4.23
185,NVDA,2025-02-21,0.021918,170.0,Call,0.02,0.02,0.03,220.0,37463.0,0.6093789062500001,False,131.338104,4.23
186,NVDA,2025-02-21,0.021918,171.0,Call,0.02,0.02,0.03,5.0,6482.0,0.6210975390625001,False,131.338104,4.23
187,NVDA,2025-02-21,0.021918,172.0,Call,0.02,0.02,0.03,18.0,5945.0,0.632816171875,False,131.338104,4.23
188,NVDA,2025-02-21,0.021918,173.0,Call,0.03,0.02,0.03,50.0,9498.0,0.6445348046875,False,131.338104,4.23
189,NVDA,2025-02-21,0.021918,174.0,Call,0.03,0.02,0.03,1.0,4795.0,0.6562534375000001,False,131.338104,4.23
190,NVDA,2025-02-21,0.021918,175.0,Call,0.02,0.02,0.03,51.0,13002.0,0.6679720703125002,False,131.338104,4.23
191,NVDA,2025-02-21,0.021918,176.0,Call,0.02,0.01,0.02,21.0,2051.0,0.648441015625,False,131.338104,4.23
192,NVDA,2025-02-21,0.021918,177.0,Call,0.02,0.01,0.02,28.0,1812.0,0.6562534375000001,False,131.338104,4.23
193,NVDA,2025-02-21,0.021918,178.0,Call,0.02,0.01,0.02,1.0,4742.0,0.6640658593750002,False,131.338104,4.23
194,NVDA,2025-02-21,0.021918,179.0,Call,0.02,0.01,0.02,100.0,6208.0,0.6796907031250001,False,131.338104,4.23
195,NVDA,2025-02-21,0.021918,180.0,Call,0.02,0.01,0.02,18.0,29225.0,0.6875031250000001,False,131.338104,4.23
196,NVDA,2025-02-21,0.021918,181.0,Call,0.02,0.01,0.02,262.0,2164.0,0.70312796875,False,131.338104,4.23
197,NVDA,2025-02-21,0.021918,182.0,Call,0.02,0.01,0.02,160.0,4876.0,0.710940390625,False,131.338104,4.23
198,NVDA,2025-02-21,0.021918,183.0,Call,0.01,0.01,0.02,1.0,1193.0,0.7187528125,False,131.338104,4.23
199,NVDA,2025-02-21,0.021918,184.0,Call,0.01,0.01,0.02,26.0,1800.0,0.73437765625,False,131.338104,4.23
200,NVDA,2025-02-21,0.021918,185.0,Call,0.01,0.0,0.01,43.0,20220.0,0.6718782812500002,False,131.338104,4.23
201,NVDA,2025-02-21,0.021918,186.0,Call,0.01,0.0,0.01,2000.0,2082.0,0.6875031250000001,False,131.338104,4.23
