Ticker,Expiration,TimeToMaturity,Strike,OptionType,LastPrice,Bid,Ask,Volume,OpenInterest,ImpliedVolatility,BisectionIV,BisectionTime,NewtonIV,NewtonTime,SecantIV,SecantTime,Delta_bs,Gamma_bs,Vega_bs,Delta_fd,Gamma_fd,Vega_fd,Parity_price,Bs_price,InTheMoney
NVDA,2025-02-21,0.019178,61.5,Call,72.9,73.95,74.45,36,1222,3.04688,0,0,0,0,0,0,0,0,0,0,0,0,0,73.298,True
NVDA,2025-02-21,0.019178,62,Call,71.25,73.5,74.05,5,740,3.06836,0,0,0,0,0,0,0,0,0,0,0,0,0,72.7984,True
NVDA,2025-02-21,0.019178,62.5,Call,59.65,73.2,73.7,1,544,3.15039,0,0,0,0,0,0,0,0,0,0,0,0,0,72.2988,True
NVDA,2025-02-21,0.019178,63,Call,61.57,72.45,73,38,840,2.98047,0,0,0,0,0,0,0,0,0,0,0,0,0,71.7992,True
NVDA,2025-02-21,0.019178,63.5,Call,74.74,72.1,72.7,5,686,3.06348,0,0,0,0,0,0,0,0,0,0,0,0,0,71.2996,True
NVDA,2025-02-21,0.019178,64,Call,57.9,71.4,71.95,1,1584,2.89258,0,0,0,0,0,0,0,0,0,0,0,0,0,70.8,True
NVDA,2025-02-21,0.019178,64.5,Call,66.65,71.1,71.7,561,711,3.00781,0,0,0,0,0,0,0,0,0,0,0,0,0,70.3004,True
NVDA,2025-02-21,0.019178,65,Call,66.23,70.4,70.85,560,1009,2.80567,0,0,0,0,0,0,0,0,0,0,0,0,0,69.8008,True
NVDA,2025-02-21,0.019178,65.5,Call,65.83,69.95,70.5,1,304,2.84571,0,0,0,0,0,0,0,0,0,0,0,0,0,69.3012,True
NVDA,2025-02-21,0.019178,66,Call,47.6,69.45,70.05,9,936,2.83594,0,0,0,0,0,0,0,0,0,0,0,0,0,68.8016,True
NVDA,2025-02-21,0.019178,66.5,Call,49.5,69,69.55,17,481,2.8252,0,0,0,0,0,0,0,0,0,0,0,0,0,68.302,True
NVDA,2025-02-21,0.019178,67,Call,56,68.6,69.2,1,1223,2.87305,0,0,0,0,0,0,0,0,0,0,0,0,0,67.8024,True
NVDA,2025-02-21,0.019178,67.5,Call,60.48,68,68.55,10,682,2.77344,0,0,0,0,0,0,0,0,0,0,0,0,0,67.3028,True
NVDA,2025-02-21,0.019178,68,Call,63.2,67.35,67.9,1,993,2.65332,0,0,0,0,0,0,0,0,0,0,0,0,0,66.8032,True
NVDA,2025-02-21,0.019178,68.5,Call,54.7,66.95,67.45,8,898,2.67578,0,0,0,0,0,0,0,0,0,0,0,0,0,66.3036,True
NVDA,2025-02-21,0.019178,69,Call,65,66.65,67.2,2,1171,2.78223,0,0,0,0,0,0,0,0,0,0,0,0,0,65.804,True
NVDA,2025-02-21,0.019178,69.5,Call,57.55,65.9,66.45,380,781,2.61133,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3044,True
NVDA,2025-02-21,0.019178,70,Call,61.51,65.5,66.1,39,1705,2.66114,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8048,True
NVDA,2025-02-21,0.019178,70.5,Call,48.3,65.15,65.75,381,831,2.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,64.3052,True
NVDA,2025-02-21,0.019178,71,Call,47.8,64.45,64.95,196,746,2.55274,0,0,0,0,0,0,0,0,0,0,0,0,0,63.8057,True
NVDA,2025-02-21,0.019178,71.5,Call,47.45,64,64.45,108,801,2.54395,0,0,0,0,0,0,0,0,0,0,0,0,0,63.3061,True
NVDA,2025-02-21,0.019178,72,Call,55.25,63.65,64.25,58,468,2.64258,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8065,True
NVDA,2025-02-21,0.019178,72.5,Call,57.5,62.95,63.5,2,666,2.4961,0,0,0,0,0,0,0,0,0,0,0,0,0,62.3069,True
NVDA,2025-02-21,0.019178,73,Call,58.55,62.45,63,4,540,2.47168,0,0,0,0,0,0,0,0,0,0,0,0,0,61.8073,True
NVDA,2025-02-21,0.019178,73.5,Call,60.3,61.95,62.45,1,430,2.4336,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3077,True
NVDA,2025-02-21,0.019178,74,Call,55.66,61.45,61.95,30,627,2.41114,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8081,True
NVDA,2025-02-21,0.019178,74.5,Call,59.1,61,61.55,4,892,2.42871,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3085,True
NVDA,2025-02-21,0.019178,75,Call,56.4,60.4,60.95,4,1139,2.35059,0,0,0,0,0,0,0,0,0,0,0,0,0,59.8089,True
NVDA,2025-02-21,0.019178,75.5,Call,53.75,60.1,60.7,84,1256,2.44727,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3093,True
NVDA,2025-02-21,0.019178,76,Call,46.75,59.5,60.05,27,383,2.35938,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8097,True
NVDA,2025-02-21,0.019178,76.5,Call,47.25,58.9,59.4,141,895,2.26856,0,0,0,0,0,0,0,0,0,0,0,0,0,58.3101,True
NVDA,2025-02-21,0.019178,77,Call,57.35,58.5,59,1,615,2.30079,0,0,0,0,0,0,0,0,0,0,0,0,0,57.8105,True
NVDA,2025-02-21,0.019178,77.5,Call,50.87,58.15,58.45,14,1503,2.30372,0,0,0,0,0,0,0,0,0,0,0,0,0,57.3109,True
NVDA,2025-02-21,0.019178,78,Call,55.7,57.5,57.95,1,4693,2.24219,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8113,True
NVDA,2025-02-21,0.019178,78.5,Call,47.8,57,57.45,40,434,2.22071,0,0,0,0,0,0,0,0,0,0,0,0,0,56.3117,True
NVDA,2025-02-21,0.019178,79,Call,49.2,56.5,57,1,1454,2.21094,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8121,True
NVDA,2025-02-21,0.019178,79.5,Call,49.75,56,56.6,6,898,2.21387,0,0,0,0,0,0,0,0,0,0,0,0,0,55.3125,True
NVDA,2025-02-21,0.019178,80,Call,54.55,55.45,56.2,1,3254,2.20411,0,0,0,0,0,0,0,0,0,0,0,0,0,54.8129,True
NVDA,2025-02-21,0.019178,81,Call,53.92,54.5,55,1,883,2.12403,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8137,True
NVDA,2025-02-21,0.019178,82,Call,52.85,53.45,54,5,1020,2.06836,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8145,True
NVDA,2025-02-21,0.019178,83,Call,49.4,52.5,53,6,1234,2.03809,0,0,0,0,0,0,0,0,0,0,0,0,0,51.8153,True
NVDA,2025-02-21,0.019178,84,Call,48.95,51.7,52.25,3,1068,2.09766,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8162,True
NVDA,2025-02-21,0.019178,85,Call,50.7,50.8,51.2,21,4096,2.06446,0,0,0,0,0,0,0,0,0,0,0,0,0,49.817,True
NVDA,2025-02-21,0.019178,86,Call,49.7,49.65,49.85,20,2638,1.91406,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8178,True
NVDA,2025-02-21,0.019178,87,Call,48.8,48.65,48.8,9,1206,1.86133,0,0,0,0,0,0,0,0,0,0,0,0,0,47.8186,True
NVDA,2025-02-21,0.019178,88,Call,47,47.7,47.95,30,1833,1.86524,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8194,True
NVDA,2025-02-21,0.019178,89,Call,46.65,46.7,46.85,39,3281,1.80371,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8202,True
NVDA,2025-02-21,0.019178,90,Call,46.09,45.55,45.75,123,4597,1.70899,0,0,0,0,0,0,0,0,0,0,0,0,0,44.821,True
NVDA,2025-02-21,0.019178,91,Call,43.4,44.65,44.95,77,3973,1.73438,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8218,True
NVDA,2025-02-21,0.019178,92,Call,43.8,43.7,43.95,117,2633,1.70508,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8226,True
NVDA,2025-02-21,0.019178,93,Call,43.4,42.65,42.85,27,2175,1.63672,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8234,True
NVDA,2025-02-21,0.019178,94,Call,41.8,41.65,41.85,33,3765,1.59815,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8242,True
NVDA,2025-02-21,0.019178,95,Call,40.95,40.6,40.95,59,3671,1.57031,0,0,0,0,0,0,0,0,0,0,0,0,0,39.825,True
NVDA,2025-02-21,0.019178,96,Call,39,39.55,40,30,1926,1.53223,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8258,True
NVDA,2025-02-21,0.019178,97,Call,39.15,38.5,38.8,17,1924,1.44629,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8267,True
NVDA,2025-02-21,0.019178,98,Call,37.63,37.65,37.85,6,1747,1.44824,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8275,True
NVDA,2025-02-21,0.019178,99,Call,37.08,36.7,36.85,35,3906,1.4209,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8283,True
NVDA,2025-02-21,0.019178,100,Call,35.69,35.65,35.85,377,68452,1.375,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8291,True
NVDA,2025-02-21,0.019178,101,Call,35.5,34.7,34.9,13,1774,1.35596,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8299,True
NVDA,2025-02-21,0.019178,102,Call,33.75,33.6,33.95,17,2144,1.31153,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8307,True
NVDA,2025-02-21,0.019178,103,Call,32.8,32.7,33.1,37,2123,1.31592,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8315,True
NVDA,2025-02-21,0.019178,104,Call,32.5,31.85,32.35,130,4122,1.33985,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8323,True
NVDA,2025-02-21,0.019178,105,Call,31,30.75,30.9,165,8945,1.21973,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8331,True
NVDA,2025-02-21,0.019178,106,Call,30.2,29.5,30.05,75,2864,1.16846,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8339,True
NVDA,2025-02-21,0.019178,107,Call,28.95,28.65,28.85,40,1640,1.12549,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8347,True
NVDA,2025-02-21,0.019178,108,Call,28.2,27.7,27.95,70,43181,1.11329,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8355,True
NVDA,2025-02-21,0.019178,109,Call,27.19,26.75,26.9,26,2516,1.07813,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8363,True
NVDA,2025-02-21,0.019178,110,Call,25.9,25.75,25.85,1026,22340,1.03614,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8371,True
NVDA,2025-02-21,0.019178,111,Call,24.8,25,25.15,92,2680,1.07422,0,0,0,0,0,0,0,0,0,0,0,0,0,23.838,True
NVDA,2025-02-21,0.019178,112,Call,24.25,23.95,24.15,120,4438,1.03174,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8388,True
NVDA,2025-02-21,0.019178,113,Call,22.85,22.8,22.95,170,3104,0.951661,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8396,True
NVDA,2025-02-21,0.019178,114,Call,21.9,21.65,21.9,139,2940,0.890626,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8404,True
NVDA,2025-02-21,0.019178,115,Call,20.9,20.8,20.9,852,15365,0.87549,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8412,True
NVDA,2025-02-21,0.019178,116,Call,19.8,19.8,20,275,6497,0.853029,0,0,0,0,0,0,0,0,0,0,0,0,0,18.842,True
NVDA,2025-02-21,0.019178,117,Call,18.65,18.8,18.9,360,5294,0.806154,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8575,True
NVDA,2025-02-21,0.019178,118,Call,18.15,17.9,18,545,7357,0.794436,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8813,True
NVDA,2025-02-21,0.019178,119,Call,17,16.9,17,530,22773,0.758791,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8981,True
NVDA,2025-02-21,0.019178,120,Call,15.97,15.95,16.05,2995,30378,0.734134,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9365,True
NVDA,2025-02-21,0.019178,121,Call,15.25,15.05,15.2,497,8061,0.723391,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0016,True
NVDA,2025-02-21,0.019178,122,Call,14.15,13.95,14.1,732,8613,0.667484,0,0,0,0,0,0,0,0,0,0,0,0,0,13.058,True
NVDA,2025-02-21,0.019178,123,Call,13.1,13.05,13.15,486,7144,0.645511,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1156,True
NVDA,2025-02-21,0.019178,124,Call,12.35,12.2,12.3,774,9914,0.635258,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2628,True
NVDA,2025-02-21,0.019178,125,Call,11.3,11.3,11.4,2771,51493,0.614018,0,0,0,0,0,0,0,0,0,0,0,0,0,10.354,True
NVDA,2025-02-21,0.019178,126,Call,10.6,10.35,10.45,1277,12535,0.583256,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47835,True
NVDA,2025-02-21,0.019178,127,Call,9.54,9.65,9.75,886,39232,0.58936,0,0,0,0,0,0,0,0,0,0,0,0,0,8.63867,True
NVDA,2025-02-21,0.019178,128,Call,8.7,8.7,8.8,2640,13009,0.55518,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87536,True
NVDA,2025-02-21,0.019178,129,Call,8,7.9,7.95,3881,11109,0.53687,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09881,True
NVDA,2025-02-21,0.019178,130,Call,7.02,7.05,7.15,16463,143306,0.516118,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36515,True
NVDA,2025-02-21,0.019178,131,Call,6.35,6.35,6.4,7799,11728,0.505132,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67702,True
NVDA,2025-02-21,0.019178,132,Call,5.65,5.55,5.6,10397,14793,0.48438,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99223,True
NVDA,2025-02-21,0.019178,133,Call,5.01,4.95,5,13861,15703,0.481206,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4009,True
NVDA,2025-02-21,0.019178,134,Call,4.36,4.3,4.35,11844,21799,0.467779,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85778,True
NVDA,2025-02-21,0.019178,135,Call,3.8,3.8,3.85,36150,100061,0.46729,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36475,False
NVDA,2025-02-21,0.019178,136,Call,3.25,3.25,3.3,11414,19643,0.456304,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88723,False
NVDA,2025-02-21,0.019178,137,Call,2.81,2.8,2.82,8051,16885,0.448736,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46105,False
NVDA,2025-02-21,0.019178,138,Call,2.38,2.39,2.41,10288,22904,0.444586,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11611,False
NVDA,2025-02-21,0.019178,139,Call,1.99,2.01,2.02,8670,14032,0.437506,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80536,False
NVDA,2025-02-21,0.019178,140,Call,1.66,1.7,1.71,58790,160311,0.435797,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51122,False
NVDA,2025-02-21,0.019178,141,Call,1.38,1.39,1.4,6355,17093,0.428717,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28074,False
NVDA,2025-02-21,0.019178,142,Call,1.16,1.17,1.18,7373,18869,0.429693,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08554,False
NVDA,2025-02-21,0.019178,143,Call,0.96,0.95,0.96,4645,19558,0.425543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907166,False
NVDA,2025-02-21,0.019178,144,Call,0.79,0.8,0.81,3078,16847,0.428717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764064,False
NVDA,2025-02-21,0.019178,145,Call,0.67,0.66,0.67,13105,50506,0.429205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643736,False
NVDA,2025-02-21,0.019178,146,Call,0.55,0.54,0.55,2395,14028,0.429693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546057,False
NVDA,2025-02-21,0.019178,147,Call,0.45,0.45,0.47,1312,13533,0.435553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464194,False
NVDA,2025-02-21,0.019178,148,Call,0.4,0.39,0.4,1702,52764,0.440924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39796,False
NVDA,2025-02-21,0.019178,149,Call,0.32,0.32,0.33,2077,13014,0.442877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34706,False
NVDA,2025-02-21,0.019178,150,Call,0.28,0.27,0.28,11496,113443,0.447759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297996,False
NVDA,2025-02-21,0.019178,151,Call,0.23,0.22,0.23,704,8287,0.449713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263672,False
NVDA,2025-02-21,0.019178,152,Call,0.2,0.19,0.2,247,10350,0.457037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230665,False
NVDA,2025-02-21,0.019178,152.5,Call,0.18,0.18,0.18,836,2811,0.457037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214619,False
NVDA,2025-02-21,0.019178,153,Call,0.16,0.17,0.18,747,7438,0.466802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198834,False
NVDA,2025-02-21,0.019178,154,Call,0.14,0.14,0.15,577,6317,0.469732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180924,False
NVDA,2025-02-21,0.019178,155,Call,0.13,0.12,0.13,1094,37859,0.476568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163847,False
NVDA,2025-02-21,0.019178,156,Call,0.11,0.11,0.12,278,10863,0.48731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134615,False
NVDA,2025-02-21,0.019178,157,Call,0.11,0.09,0.11,371,8262,0.498052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131448,False
NVDA,2025-02-21,0.019178,157.5,Call,0.1,0.09,0.1,475,10809,0.498052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117462,False
NVDA,2025-02-21,0.019178,158,Call,0.09,0.08,0.1,3303,16918,0.506841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116127,False
NVDA,2025-02-21,0.019178,159,Call,0.08,0.08,0.09,64,17106,0.510747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101304,False
NVDA,2025-02-21,0.019178,160,Call,0.08,0.07,0.08,3249,121344,0.517583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086913,False
NVDA,2025-02-21,0.019178,161,Call,0.06,0.06,0.07,47,36005,0.521489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085113,False
NVDA,2025-02-21,0.019178,162,Call,0.05,0.05,0.06,34,34695,0.525395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071419,False
NVDA,2025-02-21,0.019178,162.5,Call,0.06,0.05,0.06,128,1185,0.533208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707136,False
NVDA,2025-02-21,0.019178,163,Call,0.05,0.05,0.06,40,12531,0.539067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700158,False
